useraddress,loantoken,tokensymbol,block_time,index,paymenttype,newprincipaldecimal
000000000000000000000000522587fc081224fac891e61e45a0187bf49f2edf,000000000000000000000000c02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ETH,1599883389,334,closewithdeposit,0.926925
000000000000000000000000522587fc081224fac891e61e45a0187bf49f2edf,000000000000000000000000c02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ETH,1600018150,46,liquidate,0.159742344064277
000000000000000000000000522587fc081224fac891e61e45a0187bf49f2edf,000000000000000000000000c02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ETH,1602883969,65,liquidate,0.357710977021836
00000000000000000000000052ad87832400485de7e7dc965d8ad890f4e82699,000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,USDT,1600586491,321,borrow,166730.531764
00000000000000000000000052ad87832400485de7e7dc965d8ad890f4e82699,000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,1601196663,121,borrow,385577.848265
00000000000000000000000052ad87832400485de7e7dc965d8ad890f4e82699,000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,USDT,1601196809,61,borrow,35294.117647
00000000000000000000000052ad87832400485de7e7dc965d8ad890f4e82699,000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,USDT,1601196940,22,borrow,266882.303927
00000000000000000000000052ad87832400485de7e7dc965d8ad890f4e82699,000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,1601196950,148,borrow,279015.547134
00000000000000000000000052ad87832400485de7e7dc965d8ad890f4e82699,0000000000000000000000006b175474e89094c44da98b954eedeac495271d0f,DAI,1601197320,110,borrow,188808.534667089
00000000000000000000000052ad87832400485de7e7dc965d8ad890f4e82699,000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,1603442036,14,closewithdeposit,279015.547134
00000000000000000000000052ad87832400485de7e7dc965d8ad890f4e82699,0000000000000000000000006b175474e89094c44da98b954eedeac495271d0f,DAI,1603442051,19,closewithdeposit,188808.534667089
00000000000000000000000052ad87832400485de7e7dc965d8ad890f4e82699,000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,1603442112,32,closewithdeposit,385577.848265
00000000000000000000000052ad87832400485de7e7dc965d8ad890f4e82699,000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,USDT,1603442150,23,closewithdeposit,35294.117647
00000000000000000000000052ad87832400485de7e7dc965d8ad890f4e82699,000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,USDT,1603442171,25,closewithdeposit,166730.531764
00000000000000000000000052ad87832400485de7e7dc965d8ad890f4e82699,000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,USDT,1603442212,31,closewithdeposit,266882.303927
00000000000000000000000052b1043152129a8ed51712a01e6dc695cf2a9087,000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,1601543025,148,borrow,764.705882
00000000000000000000000052b1043152129a8ed51712a01e6dc695cf2a9087,000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,1601816222,76,closewithdeposit,764.705882
00000000000000000000000052c8fe1c30a22af561b1bf1e1d6a476b37d61c68,000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,1599783727,60,borrow,47419.856369
00000000000000000000000052c8fe1c30a22af561b1bf1e1d6a476b37d61c68,000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,1599868427,108,borrow,13714.199946
00000000000000000000000052c8fe1c30a22af561b1bf1e1d6a476b37d61c68,000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,1600034804,307,closewithdeposit,2867.082
00000000000000000000000052c8fe1c30a22af561b1bf1e1d6a476b37d61c68,000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,1600037856,22,liquidate,2117.384647
00000000000000000000000052c8fe1c30a22af561b1bf1e1d6a476b37d61c68,000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,1600131461,294,closewithdeposit,12739.373
00000000000000000000000052c8fe1c30a22af561b1bf1e1d6a476b37d61c68,000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,1600177666,91,closewithdeposit,3222.109
00000000000000000000000052c8fe1c30a22af561b1bf1e1d6a476b37d61c68,000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,1600216795,86,liquidate,5416.363083
00000000000000000000000052c8fe1c30a22af561b1bf1e1d6a476b37d61c68,000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,1600217404,50,liquidate,1973.167344
00000000000000000000000052c8fe1c30a22af561b1bf1e1d6a476b37d61c68,000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,1600221196,184,closewithdeposit,2657.818
00000000000000000000000052c8fe1c30a22af561b1bf1e1d6a476b37d61c68,000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,1600285040,125,closewithdeposit,2000
00000000000000000000000052c8fe1c30a22af561b1bf1e1d6a476b37d61c68,000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,1600683793,184,liquidate,4318.708496
00000000000000000000000052c8fe1c30a22af561b1bf1e1d6a476b37d61c68,000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,1600685060,283,closewithdeposit,6000
00000000000000000000000052c8fe1c30a22af561b1bf1e1d6a476b37d61c68,000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,1600896373,85,closewithdeposit,2500
00000000000000000000000052c8fe1c30a22af561b1bf1e1d6a476b37d61c68,000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,1601994756,20,liquidate,1993.737494
00000000000000000000000052c8fe1c30a22af561b1bf1e1d6a476b37d61c68,000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,1602021236,173,closewithdeposit,13328.313251
00000000000000000000000052c8fe1c30a22af561b1bf1e1d6a476b37d61c68,000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,1605355871,212,trade,4535.570052
00000000000000000000000052c8fe1c30a22af561b1bf1e1d6a476b37d61c68,000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,1605383140,254,closewithswap,4535.570052
0000000000000000000000005306ec9dcc7ebc2f0d4058995fab0daf58713e4c,000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,1606527485,119,trade,3569.290388
0000000000000000000000005306ec9dcc7ebc2f0d4058995fab0daf58713e4c,0000000000000000000000006b175474e89094c44da98b954eedeac495271d0f,DAI,1606581940,97,trade,3423.40874951638
0000000000000000000000005306ec9dcc7ebc2f0d4058995fab0daf58713e4c,000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,1606750353,153,closewithswap,3569.290388
0000000000000000000000005306ec9dcc7ebc2f0d4058995fab0daf58713e4c,0000000000000000000000006b175474e89094c44da98b954eedeac495271d0f,DAI,1606751172,218,closewithswap,3423.40874951638
0000000000000000000000005335714fbc8a989182eb4e8f4d9cce47e497cc56,000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,1599894184,295,borrow,6872.23565
0000000000000000000000005335714fbc8a989182eb4e8f4d9cce47e497cc56,000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,1600019687,13,liquidate,765.023574
0000000000000000000000005335714fbc8a989182eb4e8f4d9cce47e497cc56,000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,1600020705,77,closewithdeposit,6107.212076
0000000000000000000000005335714fbc8a989182eb4e8f4d9cce47e497cc56,0000000000000000000000006b175474e89094c44da98b954eedeac495271d0f,DAI,1600480229,249,borrow,2388.1325844759
0000000000000000000000005335714fbc8a989182eb4e8f4d9cce47e497cc56,000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,USDT,1600609750,272,borrow,1546.423005
0000000000000000000000005335714fbc8a989182eb4e8f4d9cce47e497cc56,0000000000000000000000006b175474e89094c44da98b954eedeac495271d0f,DAI,1600897441,279,closewithdeposit,2388.1325844759
0000000000000000000000005335714fbc8a989182eb4e8f4d9cce47e497cc56,0000000000000000000000006b175474e89094c44da98b954eedeac495271d0f,DAI,1600901073,147,borrow,1176.47058823529
0000000000000000000000005335714fbc8a989182eb4e8f4d9cce47e497cc56,0000000000000000000000006b175474e89094c44da98b954eedeac495271d0f,DAI,1600949988,173,borrow,6235.29411764706
0000000000000000000000005335714fbc8a989182eb4e8f4d9cce47e497cc56,000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,USDT,1600950464,88,borrow,4223.529411
0000000000000000000000005335714fbc8a989182eb4e8f4d9cce47e497cc56,0000000000000000000000006b175474e89094c44da98b954eedeac495271d0f,DAI,1601032564,83,closewithdeposit,1176.47058823529
0000000000000000000000005335714fbc8a989182eb4e8f4d9cce47e497cc56,000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,USDT,1601645240,298,closewithdeposit,1546.423005
0000000000000000000000005335714fbc8a989182eb4e8f4d9cce47e497cc56,000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,USDT,1601645485,21,closewithdeposit,4223.529411
0000000000000000000000005335714fbc8a989182eb4e8f4d9cce47e497cc56,0000000000000000000000006b175474e89094c44da98b954eedeac495271d0f,DAI,1601645596,138,closewithdeposit,6235.29411764706
0000000000000000000000005335714fbc8a989182eb4e8f4d9cce47e497cc56,0000000000000000000000006b175474e89094c44da98b954eedeac495271d0f,DAI,1602230257,152,borrow,6235.29411764706
0000000000000000000000005335714fbc8a989182eb4e8f4d9cce47e497cc56,0000000000000000000000006b175474e89094c44da98b954eedeac495271d0f,DAI,1602675038,240,closewithdeposit,6235.29411764706
0000000000000000000000005356df73b293bd9c6e8efd22c99833391ef8821a,000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,USDT,1606696940,216,trade,20751.267428
0000000000000000000000005356df73b293bd9c6e8efd22c99833391ef8821a,000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,USDT,1606707271,187,trade,10341.364946
0000000000000000000000005356df73b293bd9c6e8efd22c99833391ef8821a,000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,USDT,1606707326,62,trade,32025.023265
0000000000000000000000005356df73b293bd9c6e8efd22c99833391ef8821a,000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,USDT,1606753200,32,trade,15614.194266
0000000000000000000000005356df73b293bd9c6e8efd22c99833391ef8821a,000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,USDT,1606755977,83,closewithswap,32025.023265
0000000000000000000000005356df73b293bd9c6e8efd22c99833391ef8821a,000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,USDT,1606755981,171,closewithswap,15614.194266
0000000000000000000000005356df73b293bd9c6e8efd22c99833391ef8821a,000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,USDT,1606758471,249,trade,7672.463493
0000000000000000000000005356df73b293bd9c6e8efd22c99833391ef8821a,000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,USDT,1606762038,128,trade,33622.274163
0000000000000000000000005356df73b293bd9c6e8efd22c99833391ef8821a,000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,USDT,1606791127,208,trade,22839.223892
0000000000000000000000005356df73b293bd9c6e8efd22c99833391ef8821a,000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,USDT,1606828711,86,closewithswap,22839.223892
0000000000000000000000005356df73b293bd9c6e8efd22c99833391ef8821a,000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,USDT,1606865170,283,closewithswap,10341.364946
0000000000000000000000005356df73b293bd9c6e8efd22c99833391ef8821a,000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,USDT,1606865181,96,closewithswap,7672.463493
0000000000000000000000005356df73b293bd9c6e8efd22c99833391ef8821a,000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,USDT,1606865230,192,closewithswap,20751.267428
0000000000000000000000005356df73b293bd9c6e8efd22c99833391ef8821a,000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,USDT,1606865589,213,closewithswap,33622.274163
0000000000000000000000005356df73b293bd9c6e8efd22c99833391ef8821a,000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,USDT,1606871613,162,trade,33127.569314
0000000000000000000000005356df73b293bd9c6e8efd22c99833391ef8821a,000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,USDT,1606880078,187,closewithswap,33127.569314
0000000000000000000000005356df73b293bd9c6e8efd22c99833391ef8821a,000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,USDT,1606900197,165,trade,32502.991979
0000000000000000000000005356df73b293bd9c6e8efd22c99833391ef8821a,000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,USDT,1606900270,175,trade,63594.127731
0000000000000000000000005356df73b293bd9c6e8efd22c99833391ef8821a,000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,USDT,1606900270,148,trade,32502.991979
0000000000000000000000005356df73b293bd9c6e8efd22c99833391ef8821a,000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,USDT,1606935364,125,closewithswap,32502.991979
0000000000000000000000005356df73b293bd9c6e8efd22c99833391ef8821a,000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,USDT,1606941369,120,trade,22196.605437
0000000000000000000000005356df73b293bd9c6e8efd22c99833391ef8821a,000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,USDT,1607000607,61,trade,12425.916023
0000000000000000000000005356df73b293bd9c6e8efd22c99833391ef8821a,000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,USDT,1607025533,68,trade,2551.110968
0000000000000000000000005356df73b293bd9c6e8efd22c99833391ef8821a,000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,USDT,1607054270,156,closewithswap,12425.916023
0000000000000000000000005356df73b293bd9c6e8efd22c99833391ef8821a,000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,USDT,1607079584,107,closewithswap,2551.110968
0000000000000000000000005356df73b293bd9c6e8efd22c99833391ef8821a,000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,USDT,1607079598,221,closewithswap,22196.605437
0000000000000000000000005356df73b293bd9c6e8efd22c99833391ef8821a,000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,USDT,1607079697,264,closewithswap,63594.127731
0000000000000000000000005356df73b293bd9c6e8efd22c99833391ef8821a,000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,USDT,1607215127,231,trade,31110.280055
0000000000000000000000005356df73b293bd9c6e8efd22c99833391ef8821a,000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,USDT,1607218495,240,trade,36106.236274
0000000000000000000000005356df73b293bd9c6e8efd22c99833391ef8821a,000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,USDT,1607225746,106,closewithswap,31110.280055
0000000000000000000000005356df73b293bd9c6e8efd22c99833391ef8821a,000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,USDT,1607225971,197,closewithswap,36106.236274
0000000000000000000000005356df73b293bd9c6e8efd22c99833391ef8821a,000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,USDT,1607225989,68,closewithswap,32502.991979
0000000000000000000000005356df73b293bd9c6e8efd22c99833391ef8821a,000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,USDT,1607287831,288,trade,31204.31672
0000000000000000000000005356df73b293bd9c6e8efd22c99833391ef8821a,000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,USDT,1607287975,185,trade,26055.433984
0000000000000000000000005356df73b293bd9c6e8efd22c99833391ef8821a,000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,USDT,1607290946,78,trade,22884.694228
0000000000000000000000005356df73b293bd9c6e8efd22c99833391ef8821a,000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,USDT,1607338099,241,closewithswap,26055.433984
0000000000000000000000005356df73b293bd9c6e8efd22c99833391ef8821a,000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,USDT,1607338099,284,closewithswap,31204.31672
0000000000000000000000005356df73b293bd9c6e8efd22c99833391ef8821a,000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,USDT,1607356153,163,trade,6281.801083
0000000000000000000000005356df73b293bd9c6e8efd22c99833391ef8821a,000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,USDT,1607356257,140,trade,34745.826738
0000000000000000000000005356df73b293bd9c6e8efd22c99833391ef8821a,000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,USDT,1607371259,189,closewithswap,34745.826738
0000000000000000000000005356df73b293bd9c6e8efd22c99833391ef8821a,000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,USDT,1607371301,225,closewithswap,6281.801083
0000000000000000000000005356df73b293bd9c6e8efd22c99833391ef8821a,000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,USDT,1607371576,73,closewithswap,22884.694228
0000000000000000000000005356df73b293bd9c6e8efd22c99833391ef8821a,000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,USDT,1607533072,128,trade,31671.681568
0000000000000000000000005356df73b293bd9c6e8efd22c99833391ef8821a,000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,USDT,1607534022,154,trade,29150.250239
0000000000000000000000005356df73b293bd9c6e8efd22c99833391ef8821a,000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,USDT,1607549017,248,trade,18199.767921
0000000000000000000000005356df73b293bd9c6e8efd22c99833391ef8821a,000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,USDT,1607576043,252,closewithswap,9099.88396
0000000000000000000000005356df73b293bd9c6e8efd22c99833391ef8821a,000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,USDT,1607576063,176,closewithswap,14575.125119
0000000000000000000000005356df73b293bd9c6e8efd22c99833391ef8821a,000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,USDT,1607576413,324,closewithswap,23753.76113
0000000000000000000000005356df73b293bd9c6e8efd22c99833391ef8821a,000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,USDT,1607597812,259,closewithswap,14575.12512
0000000000000000000000005356df73b293bd9c6e8efd22c99833391ef8821a,000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,USDT,1607597812,197,closewithswap,9099.883961
0000000000000000000000005356df73b293bd9c6e8efd22c99833391ef8821a,000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,USDT,1607597829,288,closewithswap,7917.920438
0000000000000000000000005356df73b293bd9c6e8efd22c99833391ef8821a,000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,USDT,1607723459,137,trade,39004.063391
0000000000000000000000005356df73b293bd9c6e8efd22c99833391ef8821a,000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,USDT,1607724520,76,trade,12248.734904
0000000000000000000000005356df73b293bd9c6e8efd22c99833391ef8821a,000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,USDT,1607733918,77,trade,37228.854558
0000000000000000000000005356df73b293bd9c6e8efd22c99833391ef8821a,000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,USDT,1607734052,114,trade,27921.640918
0000000000000000000000005356df73b293bd9c6e8efd22c99833391ef8821a,000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,USDT,1607747669,37,trade,6030.922123
0000000000000000000000005356df73b293bd9c6e8efd22c99833391ef8821a,000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,USDT,1607747675,138,trade,29342.025923
0000000000000000000000005356df73b293bd9c6e8efd22c99833391ef8821a,000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,USDT,1607779189,149,closewithswap,27921.640918
0000000000000000000000005356df73b293bd9c6e8efd22c99833391ef8821a,000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,USDT,1607779189,192,closewithswap,9186.551177
0000000000000000000000005356df73b293bd9c6e8efd22c99833391ef8821a,000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,USDT,1607779452,277,closewithswap,4523.191592
0000000000000000000000005356df73b293bd9c6e8efd22c99833391ef8821a,000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,USDT,1607780808,247,closewithswap,1507.730531
0000000000000000000000005356df73b293bd9c6e8efd22c99833391ef8821a,000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,USDT,1607780892,145,closewithswap,23854.241133
0000000000000000000000005356df73b293bd9c6e8efd22c99833391ef8821a,000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,USDT,1607785386,279,closewithswap,6877.761541
0000000000000000000000005356df73b293bd9c6e8efd22c99833391ef8821a,000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,USDT,1607796518,267,trade,10457.981286
0000000000000000000000005356df73b293bd9c6e8efd22c99833391ef8821a,000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,USDT,1607812360,236,trade,10309.870167
0000000000000000000000005356df73b293bd9c6e8efd22c99833391ef8821a,000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,USDT,1607828596,148,trade,37531.265929
0000000000000000000000005356df73b293bd9c6e8efd22c99833391ef8821a,000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,USDT,1607875784,106,trade,21833.638932
0000000000000000000000005356df73b293bd9c6e8efd22c99833391ef8821a,000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,USDT,1607907011,80,closewithswap,21833.638932
0000000000000000000000005356df73b293bd9c6e8efd22c99833391ef8821a,000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,USDT,1607907011,220,closewithswap,18765.632901
0000000000000000000000005356df73b293bd9c6e8efd22c99833391ef8821a,000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,USDT,1607907286,254,closewithswap,14671.012961
0000000000000000000000005356df73b293bd9c6e8efd22c99833391ef8821a,000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,USDT,1607943495,254,closewithswap,9382.816514
0000000000000000000000005356df73b293bd9c6e8efd22c99833391ef8821a,000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,USDT,1607943495,206,closewithswap,7732.402625
0000000000000000000000005356df73b293bd9c6e8efd22c99833391ef8821a,000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,USDT,1607943533,81,closewithswap,13.200238
0000000000000000000000005356df73b293bd9c6e8efd22c99833391ef8821a,000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,USDT,1607943938,129,closewithswap,13.200238
0000000000000000000000005356df73b293bd9c6e8efd22c99833391ef8821a,000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,USDT,1607948690,270,closewithswap,7843.485964
0000000000000000000000005356df73b293bd9c6e8efd22c99833391ef8821a,000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,USDT,1607948699,87,closewithswap,1923.200478
0000000000000000000000005356df73b293bd9c6e8efd22c99833391ef8821a,000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,USDT,1607948699,116,closewithswap,7335.50648
0000000000000000000000005356df73b293bd9c6e8efd22c99833391ef8821a,000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,USDT,1607948699,53,closewithswap,1822.089074
0000000000000000000000005356df73b293bd9c6e8efd22c99833391ef8821a,000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,USDT,1607952340,89,closewithswap,2614.495322
0000000000000000000000005356df73b293bd9c6e8efd22c99833391ef8821a,000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,USDT,1607952340,123,closewithswap,3062.183727
0000000000000000000000005356df73b293bd9c6e8efd22c99833391ef8821a,000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,USDT,1607954494,135,trade,15135.084854
0000000000000000000000005356df73b293bd9c6e8efd22c99833391ef8821a,000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,USDT,1607954494,162,trade,15135.084854
0000000000000000000000005356df73b293bd9c6e8efd22c99833391ef8821a,000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,USDT,1607954508,59,trade,30270.169708
0000000000000000000000005356df73b293bd9c6e8efd22c99833391ef8821a,000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,USDT,1607958759,242,trade,4453.911983
0000000000000000000000005356df73b293bd9c6e8efd22c99833391ef8821a,000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,USDT,1607963817,169,closewithswap,30270.169708
0000000000000000000000005356df73b293bd9c6e8efd22c99833391ef8821a,000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,USDT,1607963817,192,closewithswap,15135.084854
0000000000000000000000005356df73b293bd9c6e8efd22c99833391ef8821a,000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,USDT,1607963817,221,closewithswap,4453.911983
0000000000000000000000005356df73b293bd9c6e8efd22c99833391ef8821a,000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,USDT,1607970043,223,trade,6176.63039
0000000000000000000000005356df73b293bd9c6e8efd22c99833391ef8821a,000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,USDT,1607971177,263,trade,36534.923327
0000000000000000000000005356df73b293bd9c6e8efd22c99833391ef8821a,000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,USDT,1608000940,157,trade,20665.917461
0000000000000000000000005356df73b293bd9c6e8efd22c99833391ef8821a,000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,USDT,1608022103,105,closewithswap,4691.408257
0000000000000000000000005356df73b293bd9c6e8efd22c99833391ef8821a,000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,USDT,1608022103,77,closewithswap,4632.472792
0000000000000000000000005356df73b293bd9c6e8efd22c99833391ef8821a,000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,USDT,1608058451,198,trade,45750.097595
0000000000000000000000005356df73b293bd9c6e8efd22c99833391ef8821a,000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,USDT,1608065431,122,trade,2915.025041
0000000000000000000000005356df73b293bd9c6e8efd22c99833391ef8821a,000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,USDT,1608065431,143,trade,2155.738146
0000000000000000000000005356df73b293bd9c6e8efd22c99833391ef8821a,000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,USDT,1608132044,275,trade,20572.99522
0000000000000000000000005356df73b293bd9c6e8efd22c99833391ef8821a,000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,USDT,1608135115,202,trade,16056.961066
0000000000000000000000005356df73b293bd9c6e8efd22c99833391ef8821a,000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,USDT,1608226905,362,trade,18716.339896
0000000000000000000000005356df73b293bd9c6e8efd22c99833391ef8821a,000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,USDT,1608236075,193,closewithswap,34312.573196
0000000000000000000000005356df73b293bd9c6e8efd22c99833391ef8821a,000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,USDT,1608236315,58,closewithswap,27401.192495
0000000000000000000000005356df73b293bd9c6e8efd22c99833391ef8821a,000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,USDT,1608236315,102,closewithswap,11351.31364
0000000000000000000000005356df73b293bd9c6e8efd22c99833391ef8821a,000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,USDT,1608236315,128,closewithswap,11437.524399
