useraddress,tokensymbol,newprincipaldecimal,index,loantoken,paymenttype,block_time
0000000000000000000000002ae1d88af6d27cdf7c5c3799c8bf88191e2686d6,DAI,15636.0732860726,239,0000000000000000000000006b175474e89094c44da98b954eedeac495271d0f,closewithdeposit,1599649261
0000000000000000000000002b021b5045f039992100283722c8d9e0b2ee2ba2,KNC,29.4117647058824,83,000000000000000000000000dd974d5c2e2928dea5f71b9825b8b646686bd200,borrow,1600858314
0000000000000000000000002b021b5045f039992100283722c8d9e0b2ee2ba2,KNC,29.4117647058824,108,000000000000000000000000dd974d5c2e2928dea5f71b9825b8b646686bd200,closewithdeposit,1604217009
0000000000000000000000002b12bfdba24e8f442c3bd69842f1f85b7b00a981,USDC,14718.237178,108,000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,borrow,1601263322
0000000000000000000000002b12bfdba24e8f442c3bd69842f1f85b7b00a981,USDC,14718.237178,261,000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,closewithdeposit,1601270609
0000000000000000000000002b378cfa8aa55f1de49a0ad8b262398d9d9d1b16,USDC,223.638087,158,000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,trade,1603509966
0000000000000000000000002b378cfa8aa55f1de49a0ad8b262398d9d9d1b16,USDC,223.638087,164,000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,closewithswap,1603514090
0000000000000000000000002b588f09ae0c6a7a897f375fcc87c304745970ab,DAI,459.676644155768,226,0000000000000000000000006b175474e89094c44da98b954eedeac495271d0f,trade,1606474461
0000000000000000000000002b588f09ae0c6a7a897f375fcc87c304745970ab,DAI,344.757483116826,282,0000000000000000000000006b175474e89094c44da98b954eedeac495271d0f,closewithswap,1606718165
0000000000000000000000002b588f09ae0c6a7a897f375fcc87c304745970ab,DAI,114.919161038942,223,0000000000000000000000006b175474e89094c44da98b954eedeac495271d0f,closewithswap,1608165914
0000000000000000000000002b588f09ae0c6a7a897f375fcc87c304745970ab,DAI,3272.00292454675,191,0000000000000000000000006b175474e89094c44da98b954eedeac495271d0f,trade,1608723379
0000000000000000000000002b588f09ae0c6a7a897f375fcc87c304745970ab,DAI,486.573603130434,232,0000000000000000000000006b175474e89094c44da98b954eedeac495271d0f,trade,1608799348
0000000000000000000000002b588f09ae0c6a7a897f375fcc87c304745970ab,DAI,2454.00219341006,221,0000000000000000000000006b175474e89094c44da98b954eedeac495271d0f,closewithswap,1609136849
0000000000000000000000002b588f09ae0c6a7a897f375fcc87c304745970ab,DAI,486.573603130434,421,0000000000000000000000006b175474e89094c44da98b954eedeac495271d0f,closewithswap,1609143790
0000000000000000000000002b588f09ae0c6a7a897f375fcc87c304745970ab,DAI,818.000731136687,203,0000000000000000000000006b175474e89094c44da98b954eedeac495271d0f,closewithswap,1609327630
0000000000000000000000002b6091da312a3591df6a94b24dd3c34d2b01ca22,ETH,2.33502538071066,140,000000000000000000000000c02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,borrow,1602758517
0000000000000000000000002b6091da312a3591df6a94b24dd3c34d2b01ca22,ETH,0.223350253807107,211,000000000000000000000000c02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,borrow,1602941135
0000000000000000000000002b6091da312a3591df6a94b24dd3c34d2b01ca22,ETH,3.14720812182741,249,000000000000000000000000c02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,borrow,1603012204
0000000000000000000000002b6091da312a3591df6a94b24dd3c34d2b01ca22,ETH,2.94416243654822,302,000000000000000000000000c02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,borrow,1603314124
0000000000000000000000002b6091da312a3591df6a94b24dd3c34d2b01ca22,ETH,3.14720812182741,110,000000000000000000000000c02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,closewithdeposit,1603967809
0000000000000000000000002b6091da312a3591df6a94b24dd3c34d2b01ca22,ETH,2.94416243654822,210,000000000000000000000000c02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,closewithdeposit,1603974540
0000000000000000000000002b6091da312a3591df6a94b24dd3c34d2b01ca22,ETH,2.33502538071066,123,000000000000000000000000c02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,closewithdeposit,1604051608
0000000000000000000000002b6091da312a3591df6a94b24dd3c34d2b01ca22,ETH,0.223350253807107,64,000000000000000000000000c02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,closewithdeposit,1607446829
0000000000000000000000002bf00a4e198f1d56754c9d11a32f6c910e96c1fa,USDC,2322.757264,229,000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,trade,1609310181
0000000000000000000000002bf00a4e198f1d56754c9d11a32f6c910e96c1fa,USDC,7499.74145,254,000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,trade,1609310588
0000000000000000000000002c3b114eea837c7699da8085bfc2160e9c008c34,USDT,24671.91601,134,000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,borrow,1606653551
0000000000000000000000002c3b114eea837c7699da8085bfc2160e9c008c34,USDT,1321.694651,18,000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,liquidate,1607652947
0000000000000000000000002c3b114eea837c7699da8085bfc2160e9c008c34,USDT,1121.158372,145,000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,liquidate,1607680048
0000000000000000000000002c3b114eea837c7699da8085bfc2160e9c008c34,USDT,1341.28103,73,000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,liquidate,1608762018
0000000000000000000000002c3b114eea837c7699da8085bfc2160e9c008c34,USDT,3991.994333,18,000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,liquidate,1608771972
0000000000000000000000002c3b114eea837c7699da8085bfc2160e9c008c34,USDT,742.959144,148,000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,liquidate,1608986414
0000000000000000000000002c3b114eea837c7699da8085bfc2160e9c008c34,USDT,753.947898,18,000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,liquidate,1608994214
0000000000000000000000002c8d862341c3a0a322bb257204f4d13c189968ca,USDT,11764.705882,207,000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,borrow,1599257090
0000000000000000000000002c8d862341c3a0a322bb257204f4d13c189968ca,USDT,11764.705882,123,000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,closewithdeposit,1600018130
0000000000000000000000002c8d862341c3a0a322bb257204f4d13c189968ca,USDC,7115.857124,244,000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,borrow,1600047841
0000000000000000000000002c8d862341c3a0a322bb257204f4d13c189968ca,USDC,7115.857124,231,000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,closewithdeposit,1600733655
0000000000000000000000002c8d862341c3a0a322bb257204f4d13c189968ca,DAI,6052.6998977374,93,0000000000000000000000006b175474e89094c44da98b954eedeac495271d0f,trade,1600734194
0000000000000000000000002c8d862341c3a0a322bb257204f4d13c189968ca,DAI,10243.2773714705,140,0000000000000000000000006b175474e89094c44da98b954eedeac495271d0f,trade,1600904923
0000000000000000000000002c8d862341c3a0a322bb257204f4d13c189968ca,DAI,10243.2773714705,270,0000000000000000000000006b175474e89094c44da98b954eedeac495271d0f,closewithswap,1600956873
0000000000000000000000002c8d862341c3a0a322bb257204f4d13c189968ca,DAI,6052.6998977374,194,0000000000000000000000006b175474e89094c44da98b954eedeac495271d0f,closewithswap,1600957564
0000000000000000000000002c8d862341c3a0a322bb257204f4d13c189968ca,ETH,16.1215145095949,130,000000000000000000000000c02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,trade,1600958779
0000000000000000000000002c8d862341c3a0a322bb257204f4d13c189968ca,ETH,11.9987938352737,204,000000000000000000000000c02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,trade,1600976260
0000000000000000000000002c8d862341c3a0a322bb257204f4d13c189968ca,ETH,16.1215145095949,303,000000000000000000000000c02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,closewithswap,1601508230
0000000000000000000000002c8d862341c3a0a322bb257204f4d13c189968ca,ETH,11.9987938352737,165,000000000000000000000000c02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,closewithswap,1601508318
0000000000000000000000002c8d862341c3a0a322bb257204f4d13c189968ca,ETH,21.1877202361839,256,000000000000000000000000c02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,trade,1601567916
0000000000000000000000002c8d862341c3a0a322bb257204f4d13c189968ca,ETH,19.791340602481,156,000000000000000000000000c02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,closewithswap,1601923851
0000000000000000000000002c8d862341c3a0a322bb257204f4d13c189968ca,ETH,1.30435104074032,200,000000000000000000000000c02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,closewithswap,1601924056
0000000000000000000000002c8d862341c3a0a322bb257204f4d13c189968ca,USDT,18378.995419,112,000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,trade,1602607163
0000000000000000000000002c8d862341c3a0a322bb257204f4d13c189968ca,USDT,18378.995419,277,000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,closewithswap,1603304437
0000000000000000000000002c8d862341c3a0a322bb257204f4d13c189968ca,USDC,49925.719327,92,000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,trade,1604508789
0000000000000000000000002c8d862341c3a0a322bb257204f4d13c189968ca,ETH,0.0556138283790587,63,000000000000000000000000c02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,liquidate,1604531141
0000000000000000000000002c8d862341c3a0a322bb257204f4d13c189968ca,USDC,49925.719327,135,000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,closewithswap,1604785931
0000000000000000000000002c8d862341c3a0a322bb257204f4d13c189968ca,USDC,18898.208553,45,000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,trade,1604788108
0000000000000000000000002c8d862341c3a0a322bb257204f4d13c189968ca,USDC,103647.545814,176,000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,trade,1604790351
0000000000000000000000002c8d862341c3a0a322bb257204f4d13c189968ca,USDC,18898.208553,221,000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,closewithswap,1604791455
0000000000000000000000002c8d862341c3a0a322bb257204f4d13c189968ca,USDC,103647.545814,65,000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,closewithswap,1604791480
0000000000000000000000002c8d862341c3a0a322bb257204f4d13c189968ca,USDC,101171.250654,176,000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,trade,1604850436
0000000000000000000000002c8d862341c3a0a322bb257204f4d13c189968ca,USDC,29762.162729,52,000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,trade,1604949082
0000000000000000000000002c8d862341c3a0a322bb257204f4d13c189968ca,ETH,0.0364147645834923,243,000000000000000000000000c02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,liquidate,1605142265
0000000000000000000000002c8d862341c3a0a322bb257204f4d13c189968ca,USDC,29762.162729,220,000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,closewithswap,1605298270
0000000000000000000000002c8d862341c3a0a322bb257204f4d13c189968ca,USDC,95299.201437,55,000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,trade,1605377037
0000000000000000000000002c8d862341c3a0a322bb257204f4d13c189968ca,USDC,95299.201437,142,000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,closewithswap,1605906328
0000000000000000000000002c8d862341c3a0a322bb257204f4d13c189968ca,USDC,101171.250654,109,000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,closewithswap,1605906710
0000000000000000000000002c8d862341c3a0a322bb257204f4d13c189968ca,USDC,409969.684552,157,000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,trade,1605973188
0000000000000000000000002c8d862341c3a0a322bb257204f4d13c189968ca,USDC,409969.684552,100,000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,closewithswap,1606008671
0000000000000000000000002c8d862341c3a0a322bb257204f4d13c189968ca,USDC,155120.250959,254,000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,trade,1606062507
0000000000000000000000002c8d862341c3a0a322bb257204f4d13c189968ca,USDC,77560.125479,262,000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,closewithswap,1606089441
0000000000000000000000002c8d862341c3a0a322bb257204f4d13c189968ca,USDC,77560.12548,129,000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,closewithswap,1606090384
0000000000000000000000002c8d862341c3a0a322bb257204f4d13c189968ca,ETH,254.703278973429,188,000000000000000000000000c02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,trade,1606148161
0000000000000000000000002c8d862341c3a0a322bb257204f4d13c189968ca,ETH,254.703278973429,160,000000000000000000000000c02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,closewithswap,1606167527
0000000000000000000000002c8d862341c3a0a322bb257204f4d13c189968ca,USDC,69030.399063,199,000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,trade,1606179579
0000000000000000000000002c8d862341c3a0a322bb257204f4d13c189968ca,USDC,69030.399063,81,000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,closewithswap,1606200073
0000000000000000000000002c8d862341c3a0a322bb257204f4d13c189968ca,USDC,65023.395951,156,000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,trade,1606233770
0000000000000000000000002c8d862341c3a0a322bb257204f4d13c189968ca,USDC,65023.395951,51,000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,closewithswap,1606272479
0000000000000000000000002ccceab07d7ae4eb73f044283ca498054afe0371,DAI,5.82175821378866,50,0000000000000000000000006b175474e89094c44da98b954eedeac495271d0f,trade,1607353498
0000000000000000000000002ccceab07d7ae4eb73f044283ca498054afe0371,DAI,5.82175821378866,260,0000000000000000000000006b175474e89094c44da98b954eedeac495271d0f,closewithswap,1607386784
0000000000000000000000002ccceab07d7ae4eb73f044283ca498054afe0371,DAI,11.4812905116718,241,0000000000000000000000006b175474e89094c44da98b954eedeac495271d0f,trade,1607408197
0000000000000000000000002ccceab07d7ae4eb73f044283ca498054afe0371,DAI,11.4812905116718,167,0000000000000000000000006b175474e89094c44da98b954eedeac495271d0f,closewithswap,1607606657
0000000000000000000000002e2dbda311f6b34a2a17fcdcecff86597c6bdf40,USDC,2751.242137,263,000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,trade,1606344766
0000000000000000000000002e2dbda311f6b34a2a17fcdcecff86597c6bdf40,USDC,2863.482338,201,000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,trade,1606411354
0000000000000000000000002e2dbda311f6b34a2a17fcdcecff86597c6bdf40,USDC,2751.242137,132,000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,closewithswap,1606697626
0000000000000000000000002e2dbda311f6b34a2a17fcdcecff86597c6bdf40,USDC,2863.482338,277,000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,closewithswap,1607114955
0000000000000000000000002e2dbda311f6b34a2a17fcdcecff86597c6bdf40,USDC,6550.191399,47,000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,trade,1607130780
0000000000000000000000002e2dbda311f6b34a2a17fcdcecff86597c6bdf40,USDC,6550.191399,175,000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,closewithswap,1607219185
0000000000000000000000002e2dbda311f6b34a2a17fcdcecff86597c6bdf40,DAI,6622.85141393946,179,0000000000000000000000006b175474e89094c44da98b954eedeac495271d0f,trade,1607439846
0000000000000000000000002e2dbda311f6b34a2a17fcdcecff86597c6bdf40,DAI,6622.85141393946,91,0000000000000000000000006b175474e89094c44da98b954eedeac495271d0f,closewithswap,1608184553
0000000000000000000000002e2dbda311f6b34a2a17fcdcecff86597c6bdf40,DAI,8354.42015394753,104,0000000000000000000000006b175474e89094c44da98b954eedeac495271d0f,trade,1608439787
0000000000000000000000002e2dbda311f6b34a2a17fcdcecff86597c6bdf40,DAI,6828.53344970269,179,0000000000000000000000006b175474e89094c44da98b954eedeac495271d0f,trade,1608625253
0000000000000000000000002e72c8692b61c691e485df026611005a4436b559,USDC,9616.38274,115,000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,borrow,1599442920
0000000000000000000000002e72c8692b61c691e485df026611005a4436b559,USDC,1650.572237,130,000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,liquidate,1599485708
0000000000000000000000002e72c8692b61c691e485df026611005a4436b559,USDC,298.863591,93,000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,liquidate,1600019781
0000000000000000000000002e72c8692b61c691e485df026611005a4436b559,USDC,7666.946912,163,000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,closewithdeposit,1600026879
0000000000000000000000002ef359d80159fa5d79decc645cec84473d14ea59,DAI,4493.59610355661,290,0000000000000000000000006b175474e89094c44da98b954eedeac495271d0f,trade,1603770543
0000000000000000000000002ef359d80159fa5d79decc645cec84473d14ea59,DAI,4493.59610355661,146,0000000000000000000000006b175474e89094c44da98b954eedeac495271d0f,closewithswap,1603886185
0000000000000000000000002ef359d80159fa5d79decc645cec84473d14ea59,USDC,2215.499243,56,000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,trade,1603948733
0000000000000000000000002ef359d80159fa5d79decc645cec84473d14ea59,USDC,2215.499243,153,000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,closewithswap,1604497774
00000000000000000000000030035b5a58ff79ed532be352260d147aa7bb8455,DAI,458.509088607981,58,0000000000000000000000006b175474e89094c44da98b954eedeac495271d0f,trade,1600791511
00000000000000000000000030035b5a58ff79ed532be352260d147aa7bb8455,DAI,458.509088607981,227,0000000000000000000000006b175474e89094c44da98b954eedeac495271d0f,closewithswap,1600941443
0000000000000000000000003006f3ee31852abe48a05621fce90b9470ad71fe,DAI,445.866246063488,193,0000000000000000000000006b175474e89094c44da98b954eedeac495271d0f,trade,1600968973
0000000000000000000000003006f3ee31852abe48a05621fce90b9470ad71fe,DAI,445.866246063488,178,0000000000000000000000006b175474e89094c44da98b954eedeac495271d0f,closewithswap,1603764323
0000000000000000000000003085f25455b821eedcff10433fee6723d34c2426,USDC,612.634623,316,000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,borrow,1601322564
0000000000000000000000003085f25455b821eedcff10433fee6723d34c2426,USDC,612.634623,194,000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,closewithdeposit,1601336341
0000000000000000000000003085f25455b821eedcff10433fee6723d34c2426,USDC,588.235294,199,000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,borrow,1602261857
0000000000000000000000003085f25455b821eedcff10433fee6723d34c2426,USDC,185,250,000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,closewithdeposit,1604553527
0000000000000000000000003085f25455b821eedcff10433fee6723d34c2426,USDC,419.947506,128,000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,borrow,1605402232
0000000000000000000000003085f25455b821eedcff10433fee6723d34c2426,USDC,524.934383,203,000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,borrow,1606963644
0000000000000000000000003085f25455b821eedcff10433fee6723d34c2426,USDC,1348.117183,125,000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,closewithdeposit,1607267635
0000000000000000000000003085f25455b821eedcff10433fee6723d34c2426,USDC,3922.794791,119,000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,trade,1607886864
00000000000000000000000030c8619d0514a9470d02a8e11decc62ff3f7958f,USDC,0.734908,31,000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,borrow,1603094478
00000000000000000000000030c8619d0514a9470d02a8e11decc62ff3f7958f,USDC,0.7,300,000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,closewithdeposit,1603094656
000000000000000000000000318a522e3ab021e2e8e8b1777eb6fb2d84e4a206,DAI,519.969660094042,309,0000000000000000000000006b175474e89094c44da98b954eedeac495271d0f,borrow,1600598123
000000000000000000000000318a522e3ab021e2e8e8b1777eb6fb2d84e4a206,DAI,97,354,0000000000000000000000006b175474e89094c44da98b954eedeac495271d0f,closewithdeposit,1600634169
000000000000000000000000318a522e3ab021e2e8e8b1777eb6fb2d84e4a206,DAI,263.493,128,0000000000000000000000006b175474e89094c44da98b954eedeac495271d0f,closewithdeposit,1600764041
000000000000000000000000318a522e3ab021e2e8e8b1777eb6fb2d84e4a206,DAI,159.476660094042,124,0000000000000000000000006b175474e89094c44da98b954eedeac495271d0f,closewithdeposit,1602521390
000000000000000000000000318b5eb4ea22f95932dc4fa3cb5e15b25a2198e0,DAI,11764.7058823529,20,0000000000000000000000006b175474e89094c44da98b954eedeac495271d0f,borrow,1600900387
000000000000000000000000318b5eb4ea22f95932dc4fa3cb5e15b25a2198e0,USDC,7964.705882,104,000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,borrow,1600900773
000000000000000000000000318b5eb4ea22f95932dc4fa3cb5e15b25a2198e0,USDT,5340,121,000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,borrow,1600900946
000000000000000000000000318b5eb4ea22f95932dc4fa3cb5e15b25a2198e0,DAI,3529.41176470588,208,0000000000000000000000006b175474e89094c44da98b954eedeac495271d0f,borrow,1600901419
000000000000000000000000318b5eb4ea22f95932dc4fa3cb5e15b25a2198e0,USDC,2352.941176,305,000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,borrow,1600901630
000000000000000000000000318b5eb4ea22f95932dc4fa3cb5e15b25a2198e0,USDC,2352.941176,263,000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,closewithdeposit,1602019495
000000000000000000000000318b5eb4ea22f95932dc4fa3cb5e15b25a2198e0,DAI,3529.41176470588,359,0000000000000000000000006b175474e89094c44da98b954eedeac495271d0f,closewithdeposit,1602019699
000000000000000000000000318b5eb4ea22f95932dc4fa3cb5e15b25a2198e0,USDT,5340,87,000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,closewithdeposit,1602020107
000000000000000000000000318b5eb4ea22f95932dc4fa3cb5e15b25a2198e0,USDC,7964.705882,141,000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,closewithdeposit,1602020292
000000000000000000000000318b5eb4ea22f95932dc4fa3cb5e15b25a2198e0,DAI,11764.7058823529,111,0000000000000000000000006b175474e89094c44da98b954eedeac495271d0f,closewithdeposit,1602021307
000000000000000000000000318b5eb4ea22f95932dc4fa3cb5e15b25a2198e0,USDC,10498.687664,126,000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,borrow,1602653331
000000000000000000000000318b5eb4ea22f95932dc4fa3cb5e15b25a2198e0,USDT,7821.522309,174,000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,borrow,1602653442
000000000000000000000000318b5eb4ea22f95932dc4fa3cb5e15b25a2198e0,USDC,5879.265091,65,000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,borrow,1602653662
000000000000000000000000318b5eb4ea22f95932dc4fa3cb5e15b25a2198e0,USDT,4388.451443,277,000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,borrow,1602653788
000000000000000000000000318b5eb4ea22f95932dc4fa3cb5e15b25a2198e0,USDC,3359.580052,100,000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,borrow,1602653886
000000000000000000000000318b5eb4ea22f95932dc4fa3cb5e15b25a2198e0,USDT,2498.687664,187,000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,borrow,1602654009
000000000000000000000000318b5eb4ea22f95932dc4fa3cb5e15b25a2198e0,USDC,1889.763779,174,000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,borrow,1602654096
000000000000000000000000318b5eb4ea22f95932dc4fa3cb5e15b25a2198e0,USDT,1417.322834,138,000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,borrow,1602654205
000000000000000000000000318b5eb4ea22f95932dc4fa3cb5e15b25a2198e0,USDC,387.33553,93,000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,liquidate,1603738931
000000000000000000000000318b5eb4ea22f95932dc4fa3cb5e15b25a2198e0,USDC,1020.941064,163,000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,liquidate,1604582661
000000000000000000000000318b5eb4ea22f95932dc4fa3cb5e15b25a2198e0,USDT,1417.322834,48,000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,closewithdeposit,1604680118
000000000000000000000000318b5eb4ea22f95932dc4fa3cb5e15b25a2198e0,USDC,1889.763779,199,000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,closewithdeposit,1604680271
000000000000000000000000318b5eb4ea22f95932dc4fa3cb5e15b25a2198e0,USDT,2498.687664,292,000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,closewithdeposit,1604682919
000000000000000000000000318b5eb4ea22f95932dc4fa3cb5e15b25a2198e0,USDC,3359.580052,228,000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,closewithdeposit,1604683384
000000000000000000000000318b5eb4ea22f95932dc4fa3cb5e15b25a2198e0,USDT,4388.451443,183,000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,closewithdeposit,1604683411
000000000000000000000000318b5eb4ea22f95932dc4fa3cb5e15b25a2198e0,USDC,5879.265091,252,000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,closewithdeposit,1604683578
000000000000000000000000318b5eb4ea22f95932dc4fa3cb5e15b25a2198e0,USDT,7821.522309,209,000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,closewithdeposit,1604683796
000000000000000000000000318b5eb4ea22f95932dc4fa3cb5e15b25a2198e0,USDC,9090.41107,182,000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,closewithdeposit,1604683844
00000000000000000000000031ae9b3e203b82a360971cee3572fc07136b8b52,DAI,15534.5180884678,276,0000000000000000000000006b175474e89094c44da98b954eedeac495271d0f,borrow,1601084479
00000000000000000000000031ae9b3e203b82a360971cee3572fc07136b8b52,DAI,15534.5180884678,258,0000000000000000000000006b175474e89094c44da98b954eedeac495271d0f,closewithdeposit,1602619584
00000000000000000000000031ae9b3e203b82a360971cee3572fc07136b8b52,DAI,15748.031496063,252,0000000000000000000000006b175474e89094c44da98b954eedeac495271d0f,borrow,1602620912
00000000000000000000000031ae9b3e203b82a360971cee3572fc07136b8b52,DAI,15748.031496063,242,0000000000000000000000006b175474e89094c44da98b954eedeac495271d0f,closewithdeposit,1603474147
00000000000000000000000031de5b9cfbce55b06a92a37798f5f4fcafb48091,DAI,3594.72438976294,197,0000000000000000000000006b175474e89094c44da98b954eedeac495271d0f,trade,1604930962
00000000000000000000000031de5b9cfbce55b06a92a37798f5f4fcafb48091,DAI,3594.72438976294,140,0000000000000000000000006b175474e89094c44da98b954eedeac495271d0f,closewithswap,1605125656
